cross_section,n_alpha_over_ne,F_scale,p,peak_PF_PB,peak_Ti_keV,ignition
TB,0.01310,1.3276,0.01740,1.21735,300.0,1
TB,0.01621,1.3276,0.02152,1.24669,300.0,1
TB,0.01931,1.3276,0.02564,1.27676,260.0,1
TB,0.02241,1.3276,0.02976,1.31008,260.0,1
TB,0.02552,1.3276,0.03388,1.34294,220.0,1
TB,0.02862,1.3276,0.03800,1.38154,220.0,1
TB,0.03172,1.3276,0.04212,1.41801,220.0,1
TB,0.03483,1.3276,0.04624,1.45973,180.0,1
TB,0.03793,1.3276,0.05036,1.50400,180.0,1
TB,0.04103,1.3276,0.05448,1.54703,180.0,1
TB,0.04414,1.3276,0.05860,1.58599,180.0,1
TB,0.04724,1.3276,0.06272,1.63274,140.0,1
TB,0.05034,1.3276,0.06684,1.68349,140.0,1
TB,0.05345,1.3276,0.07096,1.72993,140.0,1
TB,0.05655,1.3276,0.07508,1.77636,140.0,1
TB,0.05966,1.3276,0.07920,1.81765,140.0,1
TB,0.06276,1.3276,0.08332,1.85650,140.0,1
TB,0.06586,1.3276,0.08744,1.89535,140.0,1
TB,0.06897,1.3276,0.09156,1.93093,140.0,1
TB,0.07207,1.3276,0.09568,1.96255,140.0,1
TB,0.07517,1.3276,0.09980,1.99418,140.0,1
TB,0.07828,1.3276,0.10392,2.02580,140.0,1
TB,0.08138,1.3276,0.10804,2.05309,140.0,1
TB,0.08448,1.3276,0.11216,2.07819,140.0,1
TB,0.08759,1.3276,0.11628,2.10329,140.0,1
TB,0.09069,1.3276,0.12040,2.12839,140.0,1
TB,0.09379,1.3276,0.12452,2.15226,140.0,1
TB,0.09690,1.3276,0.12864,2.17174,140.0,1
TB,0.10000,1.3276,0.13276,2.19122,140.0,1
TB,0.01000,1.3793,0.01379,1.19366,340.0,1
TB,0.01310,1.3793,0.01807,1.22242,300.0,1
TB,0.01621,1.3793,0.02235,1.25227,300.0,1
TB,0.01931,1.3793,0.02663,1.28493,260.0,1
TB,0.02241,1.3793,0.03092,1.31880,260.0,1
TB,0.02552,1.3793,0.03520,1.35555,220.0,1
TB,0.02862,1.3793,0.03948,1.39529,220.0,1
TB,0.03172,1.3793,0.04376,1.43170,220.0,1
TB,0.03483,1.3793,0.04804,1.47978,180.0,1
TB,0.03793,1.3793,0.05232,1.52449,180.0,1
TB,0.04103,1.3793,0.05660,1.56770,180.0,1
TB,0.04414,1.3793,0.06088,1.60867,140.0,1
TB,0.04724,1.3793,0.06516,1.66460,140.0,1
TB,0.05034,1.3793,0.06944,1.71284,140.0,1
TB,0.05345,1.3793,0.07372,1.76109,140.0,1
TB,0.05655,1.3793,0.07800,1.80638,140.0,1
TB,0.05966,1.3793,0.08228,1.84674,140.0,1
TB,0.06276,1.3793,0.08656,1.88711,140.0,1
TB,0.06586,1.3793,0.09084,1.92545,140.0,1
TB,0.06897,1.3793,0.09512,1.95831,140.0,1
TB,0.07207,1.3793,0.09941,1.99117,140.0,1
TB,0.07517,1.3793,0.10369,2.02402,140.0,1
TB,0.07828,1.3793,0.10797,2.05265,140.0,1
TB,0.08138,1.3793,0.11225,2.07873,140.0,1
TB,0.08448,1.3793,0.11653,2.10481,140.0,1
TB,0.08759,1.3793,0.12081,2.13089,140.0,1
TB,0.09069,1.3793,0.12509,2.15496,140.0,1
TB,0.09379,1.3793,0.12937,2.17519,140.0,1
TB,0.09690,1.3793,0.13365,2.19543,140.0,1
TB,0.10000,1.3793,0.13793,2.21567,140.0,1
TB,0.01000,1.4310,0.01431,1.19679,340.0,1
TB,0.01310,1.4310,0.01875,1.22723,300.0,1
TB,0.01621,1.4310,0.02319,1.25785,300.0,1
TB,0.01931,1.4310,0.02763,1.29310,260.0,1
TB,0.02241,1.4310,0.03207,1.32751,260.0,1
TB,0.02552,1.4310,0.03652,1.36780,220.0,1
TB,0.02862,1.4310,0.04096,1.40834,220.0,1
TB,0.03172,1.4310,0.04540,1.44992,180.0,1
TB,0.03483,1.4310,0.04984,1.49860,180.0,1
TB,0.03793,1.4310,0.05428,1.54498,180.0,1
TB,0.04103,1.4310,0.05872,1.58714,180.0,1
TB,0.04414,1.4310,0.06316,1.63858,140.0,1
TB,0.04724,1.4310,0.06760,1.69214,140.0,1
TB,0.05034,1.4310,0.07205,1.74219,140.0,1
TB,0.05345,1.4310,0.07649,1.79209,140.0,1
TB,0.05655,1.4310,0.08093,1.83396,140.0,1
TB,0.05966,1.4310,0.08537,1.87584,140.0,1
TB,0.06276,1.4310,0.08981,1.91751,140.0,1
TB,0.06586,1.4310,0.09425,1.95160,140.0,1
TB,0.06897,1.4310,0.09869,1.98569,140.0,1
TB,0.07207,1.4310,0.10313,2.01978,140.0,1
TB,0.07517,1.4310,0.10757,2.05026,140.0,1
TB,0.07828,1.4310,0.11202,2.07732,140.0,1
TB,0.08138,1.4310,0.11646,2.10438,140.0,1
TB,0.08448,1.4310,0.12090,2.13143,140.0,1
TB,0.08759,1.4310,0.12534,2.15614,140.0,1
TB,0.09069,1.4310,0.12978,2.17713,140.0,1
TB,0.09379,1.4310,0.13422,2.19813,140.0,1
TB,0.09690,1.4310,0.13866,2.21913,140.0,1
TB,0.10000,1.4310,0.14310,2.24013,140.0,1
TB,0.01000,1.4828,0.01483,1.19992,340.0,1
TB,0.01310,1.4828,0.01943,1.23204,300.0,1
TB,0.01621,1.4828,0.02403,1.26342,300.0,1
TB,0.01931,1.4828,0.02863,1.30127,260.0,1
TB,0.02241,1.4828,0.03323,1.33640,220.0,1
TB,0.02552,1.4828,0.03784,1.38005,220.0,1
TB,0.02862,1.4828,0.04244,1.42069,220.0,1
TB,0.03172,1.4828,0.04704,1.46912,180.0,1
TB,0.03483,1.4828,0.05164,1.51741,180.0,1
TB,0.03793,1.4828,0.05624,1.56444,180.0,1
TB,0.04103,1.4828,0.06084,1.60820,140.0,1
TB,0.04414,1.4828,0.06545,1.66782,140.0,1
TB,0.04724,1.4828,0.07005,1.71968,140.0,1
TB,0.05034,1.4828,0.07465,1.77154,140.0,1
TB,0.05345,1.4828,0.07925,1.81816,140.0,1
TB,0.05655,1.4828,0.08385,1.86154,140.0,1
TB,0.05966,1.4828,0.08845,1.90493,140.0,1
TB,0.06276,1.4828,0.09306,1.94243,140.0,1
TB,0.06586,1.4828,0.09766,1.97775,140.0,1
TB,0.06897,1.4828,0.10226,2.01307,140.0,1
TB,0.07207,1.4828,0.10686,2.04592,140.0,1
TB,0.07517,1.4828,0.11146,2.07395,140.0,1
TB,0.07828,1.4828,0.11606,2.10199,140.0,1
TB,0.08138,1.4828,0.12067,2.13002,140.0,1
TB,0.08448,1.4828,0.12527,2.15580,140.0,1
TB,0.08759,1.4828,0.12987,2.17756,140.0,1
TB,0.09069,1.4828,0.13447,2.19931,140.0,1
TB,0.09379,1.4828,0.13907,2.22107,140.0,1
TB,0.09690,1.4828,0.14367,2.24282,140.0,1
TB,0.10000,1.4828,0.14828,2.26102,140.0,1
TB,0.01000,1.5345,0.01534,1.20305,340.0,1
TB,0.01310,1.5345,0.02011,1.23685,300.0,1
TB,0.01621,1.5345,0.02487,1.27048,260.0,1
TB,0.01931,1.5345,0.02963,1.30914,260.0,1
TB,0.02241,1.5345,0.03439,1.34809,220.0,1
TB,0.02552,1.5345,0.03916,1.39231,220.0,1
TB,0.02862,1.5345,0.04392,1.43304,220.0,1
TB,0.03172,1.5345,0.04868,1.48649,180.0,1
TB,0.03483,1.5345,0.05344,1.53623,180.0,1
TB,0.03793,1.5345,0.05820,1.58240,180.0,1
TB,0.04103,1.5345,0.06297,1.63601,140.0,1
TB,0.04414,1.5345,0.06773,1.69355,140.0,1
TB,0.04724,1.5345,0.07249,1.74722,140.0,1
TB,0.05034,1.5345,0.07725,1.79932,140.0,1
TB,0.05345,1.5345,0.08202,1.84422,140.0,1
TB,0.05655,1.5345,0.08678,1.88912,140.0,1
TB,0.05966,1.5345,0.09154,1.93079,140.0,1
TB,0.06276,1.5345,0.09630,1.96734,140.0,1
TB,0.06586,1.5345,0.10106,2.00390,140.0,1
TB,0.06897,1.5345,0.10583,2.03961,140.0,1
TB,0.07207,1.5345,0.11059,2.06863,140.0,1
TB,0.07517,1.5345,0.11535,2.09764,140.0,1
TB,0.07828,1.5345,0.12011,2.12665,140.0,1
TB,0.08138,1.5345,0.12488,2.15394,140.0,1
TB,0.08448,1.5345,0.12964,2.17646,140.0,1
TB,0.08759,1.5345,0.13440,2.19897,140.0,1
TB,0.09069,1.5345,0.13916,2.22149,140.0,1
TB,0.09379,1.5345,0.14392,2.24400,140.0,1
TB,0.09690,1.5345,0.14869,2.26250,140.0,1
TB,0.10000,1.5345,0.15345,2.27964,140.0,1
TB,0.01000,1.5862,0.01586,1.20604,340.0,1
TB,0.01310,1.5862,0.02078,1.24166,300.0,1
TB,0.01621,1.5862,0.02571,1.27734,260.0,1
TB,0.01931,1.5862,0.03063,1.31665,260.0,1
TB,0.02241,1.5862,0.03555,1.35886,220.0,1
TB,0.02552,1.5862,0.04048,1.40432,220.0,1
TB,0.02862,1.5862,0.04540,1.44992,180.0,1
TB,0.03172,1.5862,0.05032,1.50363,180.0,1
TB,0.03483,1.5862,0.05524,1.55504,180.0,1
TB,0.03793,1.5862,0.06017,1.60036,180.0,1
TB,0.04103,1.5862,0.06509,1.66380,140.0,1
TB,0.04414,1.5862,0.07001,1.71928,140.0,1
TB,0.04724,1.5862,0.07493,1.77476,140.0,1
TB,0.05034,1.5862,0.07986,1.82387,140.0,1
TB,0.05345,1.5862,0.08478,1.87029,140.0,1
TB,0.05655,1.5862,0.08970,1.91669,140.0,1
TB,0.05966,1.5862,0.09463,1.95447,140.0,1
TB,0.06276,1.5862,0.09955,1.99226,140.0,1
TB,0.06586,1.5862,0.10447,2.03005,140.0,1
TB,0.06897,1.5862,0.10939,2.06135,140.0,1
TB,0.07207,1.5862,0.11432,2.09134,140.0,1
TB,0.07517,1.5862,0.11924,2.12133,140.0,1
TB,0.07828,1.5862,0.12416,2.15057,140.0,1
TB,0.08138,1.5862,0.12908,2.17384,140.0,1
TB,0.08448,1.5862,0.13401,2.19712,140.0,1
TB,0.08759,1.5862,0.13893,2.22039,140.0,1
TB,0.09069,1.5862,0.14385,2.24367,140.0,1
TB,0.09379,1.5862,0.14878,2.26282,140.0,1
TB,0.09690,1.5862,0.15370,2.28054,140.0,1
TB,0.10000,1.5862,0.15862,2.29826,140.0,1
TB,0.01000,1.6379,0.01638,1.20972,300.0,1
TB,0.01310,1.6379,0.02146,1.24634,300.0,1
TB,0.01621,1.6379,0.02655,1.28420,260.0,1
TB,0.01931,1.6379,0.03163,1.32416,260.0,1
TB,0.02241,1.6379,0.03671,1.36962,220.0,1
TB,0.02552,1.6379,0.04180,1.41533,220.0,1
TB,0.02862,1.6379,0.04688,1.46724,180.0,1
TB,0.03172,1.6379,0.05196,1.52076,180.0,1
TB,0.03483,1.6379,0.05705,1.57179,180.0,1
TB,0.03793,1.6379,0.06213,1.62503,140.0,1
TB,0.04103,1.6379,0.06721,1.68772,140.0,1
TB,0.04414,1.6379,0.07229,1.74501,140.0,1
TB,0.04724,1.6379,0.07738,1.80050,140.0,1
TB,0.05034,1.6379,0.08246,1.84843,140.0,1
TB,0.05345,1.6379,0.08754,1.89636,140.0,1
TB,0.05655,1.6379,0.09263,1.93914,140.0,1
TB,0.05966,1.6379,0.09771,1.97816,140.0,1
TB,0.06276,1.6379,0.10279,2.01718,140.0,1
TB,0.06586,1.6379,0.10788,2.05211,140.0,1
TB,0.06897,1.6379,0.11296,2.08308,140.0,1
TB,0.07207,1.6379,0.11804,2.11405,140.0,1
TB,0.07517,1.6379,0.12313,2.14502,140.0,1
TB,0.07828,1.6379,0.12821,2.16971,140.0,1
TB,0.08138,1.6379,0.13329,2.19375,140.0,1
TB,0.08448,1.6379,0.13838,2.21778,140.0,1
TB,0.08759,1.6379,0.14346,2.24181,140.0,1
TB,0.09069,1.6379,0.14854,2.26198,140.0,1
TB,0.09379,1.6379,0.15363,2.28028,140.0,1
TB,0.09690,1.6379,0.15871,2.29858,140.0,1
TB,0.10000,1.6379,0.16379,2.31688,140.0,1
TB,0.01000,1.6897,0.01690,1.21360,300.0,1
TB,0.01310,1.6897,0.02214,1.25085,300.0,1
TB,0.01621,1.6897,0.02738,1.29106,260.0,1
TB,0.01931,1.6897,0.03263,1.33167,260.0,1
TB,0.02241,1.6897,0.03787,1.38039,220.0,1
TB,0.02552,1.6897,0.04312,1.42635,220.0,1
TB,0.02862,1.6897,0.04836,1.48313,180.0,1
TB,0.03172,1.6897,0.05360,1.53790,180.0,1
TB,0.03483,1.6897,0.05885,1.58828,180.0,1
TB,0.03793,1.6897,0.06409,1.65073,140.0,1
TB,0.04103,1.6897,0.06933,1.71164,140.0,1
TB,0.04414,1.6897,0.07458,1.77074,140.0,1
TB,0.04724,1.6897,0.07982,1.82354,140.0,1
TB,0.05034,1.6897,0.08507,1.87298,140.0,1
TB,0.05345,1.6897,0.09031,1.92134,140.0,1
TB,0.05655,1.6897,0.09555,1.96159,140.0,1
TB,0.05966,1.6897,0.10080,2.00185,140.0,1
TB,0.06276,1.6897,0.10604,2.04092,140.0,1
TB,0.06586,1.6897,0.11128,2.07286,140.0,1
TB,0.06897,1.6897,0.11653,2.10481,140.0,1
TB,0.07207,1.6897,0.12177,2.13676,140.0,1
TB,0.07517,1.6897,0.12702,2.16406,140.0,1
TB,0.07828,1.6897,0.13226,2.18885,140.0,1
TB,0.08138,1.6897,0.13750,2.21365,140.0,1
TB,0.08448,1.6897,0.14275,2.23844,140.0,1
TB,0.08759,1.6897,0.14799,2.25999,140.0,1
TB,0.09069,1.6897,0.15323,2.27887,140.0,1
TB,0.09379,1.6897,0.15848,2.29775,140.0,1
TB,0.09690,1.6897,0.16372,2.31662,140.0,1
TB,0.10000,1.6897,0.16897,2.33550,140.0,1
TB,0.01000,1.7414,0.01741,1.21748,300.0,1
TB,0.01310,1.7414,0.02282,1.25536,300.0,1
TB,0.01621,1.7414,0.02822,1.29791,260.0,1
TB,0.01931,1.7414,0.03363,1.34040,220.0,1
TB,0.02241,1.7414,0.03903,1.39115,220.0,1
TB,0.02552,1.7414,0.04444,1.43865,180.0,1
TB,0.02862,1.7414,0.04984,1.49860,180.0,1
TB,0.03172,1.7414,0.05524,1.55504,180.0,1
TB,0.03483,1.7414,0.06065,1.60563,140.0,1
TB,0.03793,1.7414,0.06605,1.67465,140.0,1
TB,0.04103,1.7414,0.07146,1.73556,140.0,1
TB,0.04414,1.7414,0.07686,1.79562,140.0,1
TB,0.04724,1.7414,0.08227,1.84658,140.0,1
TB,0.05034,1.7414,0.08767,1.89753,140.0,1
TB,0.05345,1.7414,0.09307,1.94256,140.0,1
TB,0.05655,1.7414,0.09848,1.98405,140.0,1
TB,0.05966,1.7414,0.10388,2.02553,140.0,1
TB,0.06276,1.7414,0.10929,2.06069,140.0,1
TB,0.06586,1.7414,0.11469,2.09362,140.0,1
TB,0.06897,1.7414,0.12010,2.12654,140.0,1
TB,0.07207,1.7414,0.12550,2.15690,140.0,1
TB,0.07517,1.7414,0.13090,2.18245,140.0,1
TB,0.07828,1.7414,0.13631,2.20800,140.0,1
TB,0.08138,1.7414,0.14171,2.23355,140.0,1
TB,0.08448,1.7414,0.14712,2.25684,140.0,1
TB,0.08759,1.7414,0.15252,2.27630,140.0,1
TB,0.09069,1.7414,0.15793,2.29576,140.0,1
TB,0.09379,1.7414,0.16333,2.31521,140.0,1
TB,0.09690,1.7414,0.16873,2.33467,140.0,1
TB,0.10000,1.7414,0.17414,2.35072,140.0,1
TB,0.01000,1.7931,0.01793,1.22136,300.0,1
TB,0.01310,1.7931,0.02350,1.25986,300.0,1
TB,0.01621,1.7931,0.02906,1.30477,260.0,1
TB,0.01931,1.7931,0.03463,1.35025,220.0,1
TB,0.02241,1.7931,0.04019,1.40191,220.0,1
TB,0.02552,1.7931,0.04576,1.45409,180.0,1
TB,0.02862,1.7931,0.05132,1.51406,180.0,1
TB,0.03172,1.7931,0.05688,1.57032,180.0,1
TB,0.03483,1.7931,0.06245,1.62923,140.0,1
TB,0.03793,1.7931,0.06801,1.69676,140.0,1
TB,0.04103,1.7931,0.07358,1.75948,140.0,1
TB,0.04414,1.7931,0.07914,1.81715,140.0,1
TB,0.04724,1.7931,0.08471,1.86962,140.0,1
TB,0.05034,1.7931,0.09027,1.92107,140.0,1
TB,0.05345,1.7931,0.09584,1.96378,140.0,1
TB,0.05655,1.7931,0.10140,2.00650,140.0,1
TB,0.05966,1.7931,0.10697,2.04657,140.0,1
TB,0.06276,1.7931,0.11253,2.08047,140.0,1
TB,0.06586,1.7931,0.11810,2.11437,140.0,1
TB,0.06897,1.7931,0.12366,2.14821,140.0,1
TB,0.07207,1.7931,0.12923,2.17452,140.0,1
TB,0.07517,1.7931,0.13479,2.20083,140.0,1
TB,0.07828,1.7931,0.14036,2.22714,140.0,1
TB,0.08138,1.7931,0.14592,2.25254,140.0,1
TB,0.08448,1.7931,0.15149,2.27258,140.0,1
TB,0.08759,1.7931,0.15705,2.29261,140.0,1
TB,0.09069,1.7931,0.16262,2.31264,140.0,1
TB,0.09379,1.7931,0.16818,2.33268,140.0,1
TB,0.09690,1.7931,0.17375,2.34966,140.0,1
TB,0.10000,1.7931,0.17931,2.36468,140.0,1
TB,0.01000,1.8448,0.01845,1.22508,300.0,1
TB,0.01310,1.8448,0.02417,1.26437,300.0,1
TB,0.01621,1.8448,0.02990,1.31115,260.0,1
TB,0.01931,1.8448,0.03562,1.35952,220.0,1
TB,0.02241,1.8448,0.04135,1.41162,220.0,1
TB,0.02552,1.8448,0.04707,1.46954,180.0,1
TB,0.02862,1.8448,0.05280,1.52952,180.0,1
TB,0.03172,1.8448,0.05853,1.58534,180.0,1
TB,0.03483,1.8448,0.06425,1.65283,140.0,1
TB,0.03793,1.8448,0.06998,1.71887,140.0,1
TB,0.04103,1.8448,0.07570,1.78340,140.0,1
TB,0.04414,1.8448,0.08143,1.83867,140.0,1
TB,0.04724,1.8448,0.08715,1.89266,140.0,1
TB,0.05034,1.8448,0.09288,1.94106,140.0,1
TB,0.05345,1.8448,0.09860,1.98501,140.0,1
TB,0.05655,1.8448,0.10433,2.02895,140.0,1
TB,0.05966,1.8448,0.11005,2.06537,140.0,1
TB,0.06276,1.8448,0.11578,2.10025,140.0,1
TB,0.06586,1.8448,0.12150,2.13513,140.0,1
TB,0.06897,1.8448,0.12723,2.16507,140.0,1
TB,0.07207,1.8448,0.13295,2.19214,140.0,1
TB,0.07517,1.8448,0.13868,2.21921,140.0,1
TB,0.07828,1.8448,0.14441,2.24628,140.0,1
TB,0.08138,1.8448,0.15013,2.26770,140.0,1
TB,0.08448,1.8448,0.15586,2.28831,140.0,1
TB,0.08759,1.8448,0.16158,2.30892,140.0,1
TB,0.09069,1.8448,0.16731,2.32953,140.0,1
TB,0.09379,1.8448,0.17303,2.34774,140.0,1
TB,0.09690,1.8448,0.17876,2.36319,140.0,1
TB,0.10000,1.8448,0.18448,2.37864,140.0,1
TB,0.01000,1.8966,0.01897,1.22875,300.0,1
TB,0.01310,1.8966,0.02485,1.27033,260.0,1
TB,0.01621,1.8966,0.03074,1.31746,260.0,1
TB,0.01931,1.8966,0.03662,1.36879,220.0,1
TB,0.02241,1.8966,0.04251,1.42129,220.0,1
TB,0.02552,1.8966,0.04839,1.48351,180.0,1
TB,0.02862,1.8966,0.05428,1.54498,180.0,1
TB,0.03172,1.8966,0.06017,1.60036,180.0,1
TB,0.03483,1.8966,0.06605,1.67465,140.0,1
TB,0.03793,1.8966,0.07194,1.74099,140.0,1
TB,0.04103,1.8966,0.07782,1.80470,140.0,1
TB,0.04414,1.8966,0.08371,1.86020,140.0,1
TB,0.04724,1.8966,0.08960,1.91570,140.0,1
TB,0.05034,1.8966,0.09548,1.96105,140.0,1
TB,0.05345,1.8966,0.10137,2.00623,140.0,1
TB,0.05655,1.8966,0.10725,2.04831,140.0,1
TB,0.05966,1.8966,0.11314,2.08416,140.0,1
TB,0.06276,1.8966,0.11902,2.12002,140.0,1
TB,0.06586,1.8966,0.12491,2.15411,140.0,1
TB,0.06897,1.8966,0.13080,2.18194,140.0,1
TB,0.07207,1.8966,0.13668,2.20977,140.0,1
TB,0.07517,1.8966,0.14257,2.23760,140.0,1
TB,0.07828,1.8966,0.14845,2.26166,140.0,1
TB,0.08138,1.8966,0.15434,2.28285,140.0,1
TB,0.08448,1.8966,0.16023,2.30404,140.0,1
TB,0.08759,1.8966,0.16611,2.32523,140.0,1
TB,0.09069,1.8966,0.17200,2.34494,140.0,1
TB,0.09379,1.8966,0.17788,2.36083,140.0,1
TB,0.09690,1.8966,0.18377,2.37672,140.0,1
TB,0.10000,1.8966,0.18966,2.39261,140.0,1
TB,0.01000,1.9483,0.01948,1.23242,300.0,1
TB,0.01310,1.9483,0.02553,1.27588,260.0,1
TB,0.01621,1.9483,0.03158,1.32376,260.0,1
TB,0.01931,1.9483,0.03762,1.37807,220.0,1
TB,0.02241,1.9483,0.04367,1.43096,220.0,1
TB,0.02552,1.9483,0.04971,1.49729,180.0,1
TB,0.02862,1.9483,0.05576,1.56003,180.0,1
TB,0.03172,1.9483,0.06181,1.62082,140.0,1
TB,0.03483,1.9483,0.06785,1.69495,140.0,1
TB,0.03793,1.9483,0.07390,1.76310,140.0,1
TB,0.04103,1.9483,0.07995,1.82471,140.0,1
TB,0.04414,1.9483,0.08599,1.88173,140.0,1
TB,0.04724,1.9483,0.09204,1.93462,140.0,1
TB,0.05034,1.9483,0.09809,1.98103,140.0,1
TB,0.05345,1.9483,0.10413,2.02745,140.0,1
TB,0.05655,1.9483,0.11018,2.06613,140.0,1
TB,0.05966,1.9483,0.11622,2.10296,140.0,1
TB,0.06276,1.9483,0.12227,2.13980,140.0,1
TB,0.06586,1.9483,0.12832,2.17022,140.0,1
TB,0.06897,1.9483,0.13436,2.19881,140.0,1
TB,0.07207,1.9483,0.14041,2.22739,140.0,1
TB,0.07517,1.9483,0.14646,2.25447,140.0,1
TB,0.07828,1.9483,0.15250,2.27624,140.0,1
TB,0.08138,1.9483,0.15855,2.29800,140.0,1
TB,0.08448,1.9483,0.16460,2.31977,140.0,1
TB,0.08759,1.9483,0.17064,2.34128,140.0,1
TB,0.09069,1.9483,0.17669,2.35761,140.0,1
TB,0.09379,1.9483,0.18273,2.37393,140.0,1
TB,0.09690,1.9483,0.18878,2.39025,140.0,1
TB,0.10000,1.9483,0.19483,2.40657,140.0,1
TB,0.01000,2.0000,0.02000,1.23609,300.0,1
TB,0.01310,2.0000,0.02621,1.28143,260.0,1
TB,0.01621,2.0000,0.03241,1.33006,260.0,1
TB,0.01931,2.0000,0.03862,1.38734,220.0,1
TB,0.02241,2.0000,0.04483,1.44324,180.0,1
TB,0.02552,2.0000,0.05103,1.51108,180.0,1
TB,0.02862,2.0000,0.05724,1.57358,180.0,1
TB,0.03172,2.0000,0.06345,1.64232,140.0,1
TB,0.03483,2.0000,0.06966,1.71526,140.0,1
TB,0.03793,2.0000,0.07586,1.78521,140.0,1
TB,0.04103,2.0000,0.08207,1.84473,140.0,1
TB,0.04414,2.0000,0.08828,1.90325,140.0,1
TB,0.04724,2.0000,0.09448,1.95338,140.0,1
TB,0.05034,2.0000,0.10069,2.00102,140.0,1
TB,0.05345,2.0000,0.10690,2.04613,140.0,1
TB,0.05655,2.0000,0.11310,2.08395,140.0,1
TB,0.05966,2.0000,0.11931,2.12176,140.0,1
TB,0.06276,2.0000,0.12552,2.15698,140.0,1
TB,0.06586,2.0000,0.13172,2.18633,140.0,1
TB,0.06897,2.0000,0.13793,2.21567,140.0,1
TB,0.07207,2.0000,0.14414,2.24502,140.0,1
TB,0.07517,2.0000,0.15034,2.26847,140.0,1
TB,0.07828,2.0000,0.15655,2.29081,140.0,1
TB,0.08138,2.0000,0.16276,2.31316,140.0,1
TB,0.08448,2.0000,0.16897,2.33550,140.0,1
TB,0.08759,2.0000,0.17517,2.35351,140.0,1
TB,0.09069,2.0000,0.18138,2.37027,140.0,1
TB,0.09379,2.0000,0.18759,2.38702,140.0,1
TB,0.09690,2.0000,0.19379,2.40378,140.0,1
TB,0.10000,2.0000,0.20000,2.42053,140.0,1
wang,0.01000,0.5000,0.00500,0.95666,380.0,0
wang,0.01310,0.5000,0.00655,0.96438,380.0,0
wang,0.01621,0.5000,0.00810,0.97195,380.0,0
wang,0.01931,0.5000,0.00966,0.97938,340.0,0
wang,0.02241,0.5000,0.01121,0.98827,340.0,0
wang,0.02552,0.5000,0.01276,0.99691,340.0,0
wang,0.02862,0.5000,0.01431,1.00533,340.0,1
wang,0.03172,0.5000,0.01586,1.01358,340.0,1
wang,0.03483,0.5000,0.01741,1.02243,300.0,1
wang,0.03793,0.5000,0.01897,1.03222,300.0,1
wang,0.04103,0.5000,0.02052,1.04181,300.0,1
wang,0.04414,0.5000,0.02207,1.05110,300.0,1
wang,0.04724,0.5000,0.02362,1.06017,300.0,1
wang,0.05034,0.5000,0.02517,1.06926,260.0,1
wang,0.05345,0.5000,0.02672,1.08017,260.0,1
wang,0.05655,0.5000,0.02828,1.09108,260.0,1
wang,0.05966,0.5000,0.02983,1.10167,260.0,1
wang,0.06276,0.5000,0.03138,1.11179,260.0,1
wang,0.06586,0.5000,0.03293,1.12191,260.0,1
wang,0.06897,0.5000,0.03448,1.13264,220.0,1
wang,0.07207,0.5000,0.03603,1.14491,220.0,1
wang,0.07517,0.5000,0.03759,1.15718,220.0,1
wang,0.07828,0.5000,0.03914,1.16946,220.0,1
wang,0.08138,0.5000,0.04069,1.18139,220.0,1
wang,0.08448,0.5000,0.04224,1.19252,220.0,1
wang,0.08759,0.5000,0.04379,1.20366,220.0,1
wang,0.09069,0.5000,0.04534,1.21479,220.0,1
wang,0.09379,0.5000,0.04690,1.22994,180.0,1
wang,0.09690,0.5000,0.04845,1.24395,180.0,1
wang,0.10000,0.5000,0.05000,1.25765,180.0,1
wang,0.01000,0.5517,0.00552,0.95925,380.0,0
wang,0.01310,0.5517,0.00723,0.96770,380.0,0
wang,0.01621,0.5517,0.00894,0.97594,380.0,0
wang,0.01931,0.5517,0.01065,0.98511,340.0,0
wang,0.02241,0.5517,0.01237,0.99473,340.0,0
wang,0.02552,0.5517,0.01408,1.00408,340.0,1
wang,0.02862,0.5517,0.01579,1.01321,340.0,1
wang,0.03172,0.5517,0.01750,1.02301,300.0,1
wang,0.03483,0.5517,0.01922,1.03376,300.0,1
wang,0.03793,0.5517,0.02093,1.04435,300.0,1
wang,0.04103,0.5517,0.02264,1.05444,300.0,1
wang,0.04414,0.5517,0.02435,1.06444,300.0,1
wang,0.04724,0.5517,0.02606,1.07553,260.0,1
wang,0.05034,0.5517,0.02778,1.08757,260.0,1
wang,0.05345,0.5517,0.02949,1.09946,260.0,1
wang,0.05655,0.5517,0.03120,1.11062,260.0,1
wang,0.05966,0.5517,0.03291,1.12179,260.0,1
wang,0.06276,0.5517,0.03463,1.13377,220.0,1
wang,0.06586,0.5517,0.03634,1.14731,220.0,1
wang,0.06897,0.5517,0.03805,1.16085,220.0,1
wang,0.07207,0.5517,0.03976,1.17440,220.0,1
wang,0.07517,0.5517,0.04147,1.18702,220.0,1
wang,0.07828,0.5517,0.04319,1.19930,220.0,1
wang,0.08138,0.5517,0.04490,1.21159,220.0,1
wang,0.08448,0.5517,0.04661,1.22714,180.0,1
wang,0.08759,0.5517,0.04832,1.24285,180.0,1
wang,0.09069,0.5517,0.05004,1.25796,180.0,1
wang,0.09379,0.5517,0.05175,1.27308,180.0,1
wang,0.09690,0.5517,0.05346,1.28819,180.0,1
wang,0.10000,0.5517,0.05517,1.30331,180.0,1
wang,0.01000,0.6034,0.00603,0.96183,380.0,0
wang,0.01310,0.6034,0.00791,0.97100,380.0,0
